Name	Region	Year	Fixed Acidity	Volatile Acidity	Citric Acid	Residual Sugar	Producer	Chlorides	Free Sulfur Dioxide	Total Sulfur Dioxide	Density	pH	Sulphates	Alcohol	Quality
Euphoria 2013	EUA	2007	7.1	0.12	0.3	3.1	Loredona Wines	0.018	15	37	0.99004	3.02	0.52	11.9	7
Euphoria 2015	EUA	2006	6.3	0.24	0.55	8.1	Loredona Wines	0.04	67	216	0.99596	3.24	0.5	9.2	5
Euphoria 2015	EUA	2007	7.5	0.41	0.23	14.8	Loredona Wines	0.054	28	174	0.99898	3.18	0.49	9.7	5
Evel 2004	Chile	2010	6.5	0.18	0.33	1.4	Chateau Los Boldos	0.029	35	138	0.99114	3.36	0.6	11.5	7
Evel 2005	Chile	2007	7.3	0.17	0.24	8.1	Chateau Los Boldos	0.121	32	162	0.99508	3.17	0.38	10.4	8
Evel Centenrio XXI 2012	Chile	2010	8.2	0.2	0.38	3.5	Chateau Los Boldos	0.053	41	174	0.99306	3.22	0.41	11.6	5
Evel Grande Escolha 2005	Chile	2007	7.5	0.41	0.23	14.8	Chateau Los Boldos	0.054	28	174	0.99898	3.18	0.49	9.7	5
Evel Grande Escolha 2006	Argentina	2005	7.3	0.17	0.24	8.1	Bodegas Los Haroldos, S.A.	0.121	32	162	0.99508	3.17	0.38	10.4	8
Evel Reserva 2008	Espanha	2006	6.5	0.18	0.33	1.4	Viedos de Nieva S.L.	0.029	35	138	0.99114	3.36	0.6	11.5	7
Evel Reserva 2011	Chile	2013	7.3	0.16	0.35	1.5	Via Los Vascos S.A.	0.036	29	108	0.99342	3.27	0.51	10.2	6
Evel Reserva 2016	Frana	2014	6.4	0.16	0.37	1.5	Louis Latour	0.037	27	109	0.99345	3.38	0.5	9.8	6
Explicit 2010	Frana	2013	6.6	0.42	0.13	12.8	Louis Latour	0.044	26	158	0.99772	3.24	0.47	9	5
Explicit 2011	Frana	2010	5.8	0.3	0.12	1.6	Louis Latour	0.036	57	163	0.99239	3.38	0.59	10.5	6
Explicit 2015	Frana	2013	6.7	0.54	0.27	7.1	Maison Louis Max	0.049	8	178	0.99502	3.16	0.38	9.4	4
Explicit 2016	Espanha	2006	6.7	0.54	0.27	7.1	Rafael Palacios	0.049	8	178	0.99502	3.16	0.38	9.4	4
Fabre Montmayou Gran Reserva Malbec 2006	DOC Douro	2009	6.4	0.22	0.3	11.2	Joo Silva e Sousa e Anselmo Mendes	0.046	53	149	0.99479	3.21	0.34	10.8	5
Fabre Montmayou Gran Reserva Malbec & Touriga Nacional 2011	DOC Douro	2010	6.8	0.23	0.3	1.7	Joo Silva e Sousa e Anselmo Mendes	0.043	19	95	0.99207	3.17	0.46	10.7	7
Fabre Montmayou Gran Reserva Malbec & Touriga Nacional 2013	DOC Douro	2011	9	0.26	0.34	6.7	Joo Silva e Sousa e Anselmo Mendes	0.029	21	162	0.99497	3.08	0.5	10.6	6
Fado 2009	DOC Douro	2017	6.5	0.23	0.25	17.3	Joo Silva e Sousa e Anselmo Mendes	0.046	15	110	0.99828	3.15	0.42	9.2	6
Fado 2011	DOC Douro	2009	5.9	0.28	0.14	8.6	Joo Silva e Sousa e Anselmo Mendes	0.032	30	142	0.99542	3.28	0.44	9.5	6
Fado Reserva 2014	DOC Douro	2014	5.9	0.28	0.14	8.6	Joo Silva e Sousa e Anselmo Mendes	0.032	30	142	0.99542	3.28	0.44	9.5	6
Fafide Reserva 2009	DOC Douro	2008	6.2	0.27	0.18	1.5	Joo Silva e Sousa e Anselmo Mendes	0.028	20	111	0.99228	3.41	0.5	10	5
Fafide Reserva 2012	DOC Douro	2009	9	0.29	0.34	12.1	Joo Silva e Sousa e Anselmo Mendes	0.03	34	177	0.99706	3.13	0.47	10.6	5
Fafide Reserva 2014	Frana	2001	9	0.26	0.34	6.7	Michel Bortolussi	0.029	21	162	0.99497	3.08	0.5	10.6	6
Fafide Reserva 2015	Argentina	2003	8.9	0.27	0.34	10.7	Bodega Luigi Bosca	0.029	19.5	166	0.99669	3.13	0.48	10.6	5
Fafide Reserva 2017	Argentina	2010	6.5	0.23	0.25	17.3	Bodega Luigi Bosca	0.046	15	110	0.99828	3.15	0.42	9.2	6
Fagote 2002	Argentina	2011	6.9	0.32	0.3	1.8	Bodega Luigi Bosca	0.036	28	117	0.99269	3.24	0.48	11	6
Fagote 2005	Argentina	2008	7.2	0.22	0.24	1.4	Bodega Luigi Bosca	0.041	17	159	0.99196	3.25	0.53	11.2	6
Fagote 2006	Argentina	2003	6.7	0.5	0.38	7.5	Bodega Luigi Bosca	0.046	26	175	0.99662	3.32	0.54	9.6	5
Fagote Grande Reserva Vinhas Velhas 2013	Argentina	2009	6.2	0.33	0.14	4.8	Bodega Luigi Bosca	0.052	27	128	0.99475	3.21	0.48	9.4	5
Fagote Reserva 2016	Argentina	2014	6.3	0.26	0.42	7.1	Bodega Luigi Bosca	0.045	62	209	0.99544	3.2	0.53	9.5	6
Fagote Reserva 2020	Chile	2010	7.5	0.2	0.47	16.9	Via Luis Felipe Edwards Ltda	0.052	51	188	0.99944	3.09	0.62	9.3	5
Falcoaria Ferno Pires 2013	Chile	2010	6.2	0.33	0.14	4.8	Via Luis Felipe Edwards Ltda	0.052	27	128	0.99475	3.21	0.48	9.4	5
Falcoaria Reserva 2005	Chile	2011	6.3	0.26	0.42	7.1	Via Luis Felipe Edwards Ltda	0.045	62	209	0.99544	3.2	0.53	9.5	6
Falua Reserva Unoaked 2016	Regional Beiras	2003	6.6	0.36	0.52	11.3	Adega Lus Pato	0.046	8	110	0.9966	3.07	0.46	9.4	5
Faluhely Pinot Noir 2014	Regional Beiras	2016	6.3	0.13	0.42	1.1	Adega Lus Pato	0.043	63	146	0.99066	3.13	0.72	11.2	7
Famiglia Bianchi Malbec 2007	Regional Beiras	2003	6.4	0.15	0.44	1.2	Adega Lus Pato	0.043	67	150	0.9907	3.14	0.73	11.2	7
Famlia Mouraz Alexandre Reserva 2015	Regional Beiras	2005	6.3	0.13	0.42	1.1	Adega Lus Pato	0.043	63	146	0.99066	3.13	0.72	11.2	7
Familia Schroeder Malbec 2008	Regional Beiras	2008	7.6	0.23	0.64	12.9	Adega Lus Pato	0.033	54	170	0.998	3	0.53	8.8	5
Familia Schroeder Pinot Noir & Malbec 2006	Regional Beiras	2009	6.4	0.15	0.44	1.2	Adega Lus Pato	0.043	67	150	0.9907	3.14	0.73	11.2	7
Famille Perrin Rserve Ctes du Rhone 2014	DOC Bairrada	2010	6.3	0.13	0.42	1.1	Adega Lus Pato	0.043	63	146	0.99066	3.13	0.72	11.2	7
Famille Perrin Rserve Ctes du Rhne 2013	Regional Beiras	2014	5.7	0.255	0.65	1.2	Adega Lus Pato	0.079	17	137	0.99307	3.2	0.42	9.4	5
Faria's Vineyards 2016	DOC Bairrada	1988	6.9	0.32	0.26	2.3	Adega Lus Pato	0.03	11	103	0.99106	3.06	0.42	11.1	6
Farizoa 2004	Regional Beiras	2007	6.9	0.28	0.22	10	Adega Lus Pato	0.052	36	131	0.99696	3.08	0.46	9.6	5
Farizoa 2005	Regional Beiras	2008	6.9	0.32	0.26	2.3	Adega Lus Pato	0.03	11	103	0.99106	3.06	0.42	11.1	6
Faustino Rivero Ulecia Crianza 2009	Regional Beiras	2009	5.7	0.255	0.65	1.2	Adega Lus Pato	0.079	17	137	0.99307	3.2	0.42	9.4	5
Fedellos do Couto Lomba dos Ares 2016	Regional Beiras	2011	6.6	0.41	0.16	1.4	Adega Lus Pato	0.037	28	160	0.99167	2.95	0.45	10.6	6
Flix Martnez Cepas Viejas Reserva 2012	Regional Beiras	2016	7.3	0.37	0.16	14.9	Adega Lus Pato	0.048	59	240	0.99902	3.13	0.45	8.9	5
Fernando Soares Franco 2001	Espanha	2011	6.9	0.21	0.24	1.8	Ediciones I-Limitadas	0.021	17	80	0.98992	3.15	0.46	12.3	7
Fernando Soares Franco 2004	DOC Douro	2007	6.6	0.24	0.28	1.8	Lus Joo de Noronha Pizarro de Castro	0.028	39	132	0.99182	3.34	0.46	11.4	5
Fernando Soares Franco 2005	frica do Sul	2007	6.8	0.28	0.36	7	Lushof Wine Estate	0.043	60	207	0.99556	3.16	0.49	9.6	6
Fernando Soares Franco 2007	Regional Alentejo	2004	6.6	0.24	0.24	8.6	Ribeira da Ervideira, Lda	0.034	25	135	0.99582	3.33	0.59	10.3	6
Fernando Soares Franco 2011	Regional Pennsula de Setbal	2005	6.6	0.24	0.28	1.8	Sociedade Agrcola Casal do Tojo, S.A.	0.028	39	132	0.99182	3.34	0.46	11.4	5
Ferno de Magalhes 2014	DOC Douro	2006	7	0.16	0.32	1.1	Niepoort Vinhos, S.A.	0.032	29	80	0.98972	3.23	0.36	12.1	6
Ferno de Magalhes 2015	Espanha	2012	7	0.14	0.28	1.3	Compaa de Vinos Telmo Rodrguez	0.026	10	56	0.99352	3.46	0.45	9.9	5
Ferno de Magalhes 2015	DOC Do	2012	6.3	0.34	0.36	4.9	Moreira, Olazabal e Borges, Lda	0.035	31	185	0.9946	3.15	0.49	9.7	5
Ferno de Magalhes Reserva 2013	Regional Pennsula de Setbal	2000	6.8	0.26	0.24	1.9	Bacalha Vinhos de Portugal, S.A.	0.043	70	154	0.99273	3.18	0.52	10.5	5
Ferrer Bobet 2016	Regional Pennsula de Setbal	2001	6.7	0.17	0.42	10.4	Bacalha Vinhos de Portugal, S.A.	0.038	85	182	0.99628	3.04	0.44	8.9	6
Ferrer Bobet 2017	Regional Pennsula de Setbal	2011	6.5	0.27	0.4	10	Bacalha Vinhos de Portugal, S.A.	0.039	74	227	0.99582	3.18	0.5	9.4	5
Ferrer Bobet Selecci Especial Vinyes Velles 2011	Frana	2008	6.7	0.25	0.36	8.6	Dominique Cornin	0.037	63	206	0.99553	3.18	0.5	9.6	5
Ferrer Bobet Vinyes Velles 2010	Regional Estremadura	2005	5.8	0.3	0.27	1.7	Jos Bento dos Santos - Quinta do Monte D'Oiro	0.014	45	104	0.98914	3.4	0.56	12.6	7
Ferrer Bobet Vinyes Velles 2011	Regional Estremadura	2006	6.4	0.28	0.56	1.7	Jos Bento dos Santos - Quinta do Monte D'Oiro	0.156	49	106	0.99354	3.1	0.37	9.2	6
Ferrer Bobet Vinyes Velles 2015	Regional Aores	2015	7.7	0.3	0.26	18.95	Adega Cooperativa dos Biscoitos	0.053	36	174	0.99976	3.2	0.5	10.4	5
Ferrugento 2001	DOC Do	2014	6.8	0.18	0.3	12.8	Quinta dos Roques - Vitivinicultura e Agropecuria, Lda	0.062	19	171	0.99808	3	0.52	9	7
Fetzer Eagle Peak Merlot 2001	Regional Alentejo	2005	6.8	0.18	0.3	12.8	Herdade da Malhadinha Nova, SA	0.062	19	171	0.99808	3	0.52	9	7
Filipa de Lencastre Alvarinho 2013	Regional Alentejo	2006	6.8	0.18	0.3	12.8	Herdade da Malhadinha Nova, SA	0.062	19	171	0.99808	3	0.52	9	7
Filipa de Lencastre Alvarinho 2014	Regional Alentejo	2007	6.8	0.18	0.3	12.8	Herdade da Malhadinha Nova, SA	0.062	19	171	0.99808	3	0.52	9	7
Filoco 2010	Regional Alentejo	2009	6.8	0.18	0.3	12.8	Herdade da Malhadinha Nova, SA	0.062	19	171	0.99808	3	0.52	9	7
Finca Flichman Chardonnay Oak Aged 2006	Regional Alentejo	2012	6.8	0.18	0.3	12.8	Herdade da Malhadinha Nova, SA	0.062	19	171	0.99808	3	0.52	9	7
Finca Flichman Dedicado 2004	Regional Alentejo	2012	5.1	0.14	0.25	0.7	Herdade da Malhadinha Nova, SA	0.039	15	89	0.9919	3.22	0.43	9.2	6
Finca Flichman Dedicado 2008	Espanha	2008	6.8	0.18	0.3	12.8	Bodegas Canopy S.L.	0.062	19	171	0.99808	3	0.52	9	7
Finca Flichman Dedicado 2010	DOC Douro	2010	7.2	0.615	0.1	1.4	Wine & Soul, Lda	0.068	25	154	0.99499	3.2	0.48	9.7	4
Finca Flichman Malbec 2006	DOC Douro	2011	6.9	0.13	0.28	13.3	Wine & Soul, Lda	0.05	47	132	0.99655	3.34	0.42	10.1	6
Finca Flichman Misterio Shiraz 2007	DOC Douro	2016	6.7	0.34	0.3	8.5	Wine & Soul, Lda	0.059	24	152	0.99615	3.46	0.64	11	7
Finca Flichman Reserva Malbec Oak Aged 2006	Espanha	2008	7.3	0.32	0.29	1.5	Bodegas Alvarez y Diez, S.A.	0.038	32	144	0.99296	3.2	0.55	10.8	5
Finca Flichman Shiraz Oak Aged 2006	Espanha	2002	6.3	0.21	0.29	11.7	Vinyes de Manyetes S. L.	0.048	49	147	0.99482	3.22	0.38	10.8	5
Finca Garabelos Albario 2017	Regional Lisboa	2010	5.4	0.5	0.13	5	ManzWine	0.028	12	107	0.99079	3.48	0.88	13.5	7
Finca Las Nubes Cabernet y Malbec 2007	Regional Lisboa	2009	8.2	0.52	0.34	1.2	ManzWine	0.042	18	167	0.99366	3.24	0.39	10.6	5
Finca Montico Verdejo 2014	Regional Pennsula de Setbal	2009	7.8	0.28	0.31	2.1	ManzWine	0.046	28	208	0.99434	3.23	0.64	9.8	5
Finca Resalso 2018	DOC Douro	2009	6.4	0.22	0.34	1.4	ManzWine	0.023	56	115	0.98958	3.18	0.7	11.7	6
Finca Roja Merlot y Pinot Noir 2006	DOC Douro	2010	7.8	0.28	0.31	2.1	R4 Vinhos	0.046	28	208	0.99434	3.23	0.64	9.8	5
Finca Sandoval 2009	Espanha	2018	6.9	0.32	0.27	16	Mar de Frades, S.L.	0.034	58	185	0.99938	3.34	0.6	9	6
Finca Viladellops Xarello XXX 2013	Regional Ribatejo	2003	6.8	0.11	0.42	1.1	Adega Cooperativa de Almeirim, C.R.L.	0.042	51	132	0.99059	3.18	0.74	11.3	7
Fita Preta 2010	Regional Ribatejo	2003	6.2	0.26	0.32	15.3	Adega Cooperativa de Almeirim, C.R.L.	0.031	64	185	0.99835	3.31	0.61	9.4	5
Fita Preta 2015	Regional Ribatejo	2007	6.4	0.22	0.34	1.4	Adega Cooperativa de Almeirim, C.R.L.	0.023	56	115	0.98958	3.18	0.7	11.7	6
Fita Preta 2016	Regional Ribatejo	2003	6.7	0.3	0.29	2.8	Adega Cooperativa de Almeirim, C.R.L.	0.025	37	107	0.99159	3.31	0.63	11.3	7
Fiza Alvarinho 2014	Argentina	2004	6.7	0.3	0.29	2.8	Bodega Humberto Canale	0.025	37	107	0.99159	3.31	0.63	11.3	7
Fiza Cabernet Sauvignon 2007	Regional Alentejo	2010	7.1	0.2	0.3	0.9	Margarida Cabao Unipessoal, Lda	0.019	4	28	0.98931	3.2	0.36	12	6
Fiza Cabernet Sauvignon 2010	DOC Douro	2015	7.2	0.2	0.36	2.5	CARM - Casa Agrcola Roboredo Madeira, Lda	0.028	22	157	0.9938	3.48	0.49	10.6	6
Fiza Cabernet Sauvignon & Touriga Nacional 2015	DOC Douro	2002	8.9	0.26	0.33	8.1	Quinta do Noval - Vinhos, S.A.	0.024	47	202	0.99558	3.13	0.46	10.8	6
Fiza Chardonnay 2007	Regional Alentejo	2009	7.5	0.25	0.32	8.2	Magnum - Carlos Lucas, Vinhos Lda	0.024	53	209	0.99563	3.12	0.46	10.8	6
Fiza Chardonnay 2010	Regional Alentejo	2005	7.1	0.2	0.3	0.9	Gonalo Matos	0.019	4	28	0.98931	3.2	0.36	12	6
Fiza Chardonnay 2012	DOC Douro	2004	6.3	0.27	0.46	11.1	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.053	44	177	0.99691	3.18	0.67	9.4	5
Fiza Chardonnay 2013	DOC Douro	2007	6.5	0.3	0.39	7.8	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.038	61	219	0.9959	3.19	0.5	9.4	5
Fiza Chardonnay 2014	DOC Douro	2008	6.7	0.3	0.29	2.8	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.025	37	107	0.99159	3.31	0.63	11.3	7
Fiza Merlot 2003	DOC Douro	2008	6.6	0.36	0.52	10.1	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.05	29	140	0.99628	3.07	0.4	9.4	5
Fiza Premium 2004	DOC Douro	2009	6.15	0.21	0.37	3.2	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.021	20	80	0.99076	3.39	0.47	12	5
Fiza Premium Chardonnay & Alvarinho 2012	DOC Douro	2012	6.5	0.18	0.41	14.2	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.039	47	129	0.99678	3.28	0.72	10.3	7
Fiza Premium Chardonnay & Ferno Pires 2011	DOC Douro	2006	6.5	0.18	0.41	14.2	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.039	47	129	0.99678	3.28	0.72	10.3	7
Fiza Premium Sauvignon Blanc 2015	DOC Douro	2008	6.5	0.18	0.41	14.2	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.039	47	129	0.99678	3.28	0.72	10.3	7
Fiza Premium Touriga Nacional & Cabernet Sauvignon 2009	DOC Douro	2009	6.6	0.26	0.21	2.9	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.026	48	126	0.99089	3.22	0.38	11.3	7
Fiza Premium Touriga Nacional & Cabernet Sauvignon 2010	DOC Douro	2009	6.6	0.35	0.35	6	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.063	31	150	0.99537	3.1	0.47	9.4	6
Fiza Ros 2006	DOC Douro	2012	6.5	0.28	0.28	20.4	Quinta da Maritvora, Produo e Comrcio de Produtos Vincolas, Lda	0.041	40	144	1.0002	3.14	0.38	8.7	5
Fiza Sauvignon 2012	Regional Ribatejo	2005	6.6	0.36	0.52	10.1	Mark Stephen Schultz Wines	0.05	29	140	0.99628	3.07	0.4	9.4	5
Fiza Sauvignon 2013	DOC Douro	2003	6.6	0.26	0.21	2.9	Durham - Agrellos (Vinhos), Lda	0.026	48	126	0.99089	3.22	0.38	11.3	7
Fiza Sauvignon 2014	Regional Alentejo	2012	6.5	0.18	0.41	14.2	Casa Agrcola Herdade do Monte da Ribeira, S.A.	0.039	47	129	0.99678	3.28	0.72	10.3	7
Fiza Sauvignon Blanc 2015	Regional Alentejo	2014	6.15	0.21	0.37	3.2	Casa Agrcola Herdade do Monte da Ribeira, S.A.	0.021	20	80	0.99076	3.39	0.47	12	5
Fiza Touriga Nacional & Cabernet Sauvignon 2010	Itlia	2008	4.5	0.19	0.21	0.95	Fontanafredda SRL	0.033	89	159	0.99332	3.34	0.42	8	5
Fiza Trs Castas 2002	Regional Alentejo	2014	8	0.24	0.26	1.7	Altas Quintas, Lda	0.033	36	136	0.99316	3.44	0.51	10.4	7
Fiza Trs Castas 2004	DOC Alentejo	2001	7.8	0.17	0.23	1.7	Joo Portugal Ramos - Vinhos, SA	0.029	39	128	0.99272	3.37	0.41	10.7	7
Fiza Trs Castas 2005	DOC Alentejo	2004	7	0.24	0.24	9	Joo Portugal Ramos - Vinhos, SA	0.03	42	219	0.99636	3.47	0.46	10.2	6
Fiza Trs Castas 2008	DOC Alentejo	2005	5.8	0.6	0	1.3	Joo Portugal Ramos - Vinhos, SA	0.044	72	197	0.99202	3.56	0.43	10.9	5
Fiza Trs Castas 2010	DOC Alentejo	2006	5.9	0.445	0.26	1.4	Joo Portugal Ramos - Vinhos, SA	0.027	23	109	0.99148	3.3	0.36	10.5	6
Fiza Trs Castas 2010	DOC Alentejo	2007	6.7	0.28	0.28	2.4	Joo Portugal Ramos - Vinhos, SA	0.012	36	100	0.99064	3.26	0.39	11.7	7
Fiza Trs Castas 2011	DOC Alentejo	2008	6.8	0.44	0.2	16	Joo Portugal Ramos - Vinhos, SA	0.065	61	186	0.99884	3.13	0.45	8.6	5
Fiza Trs Castas 2013	DOC Alentejo	2009	7.2	0.24	0.27	11.4	Joo Portugal Ramos - Vinhos, SA	0.034	40	174	0.99773	3.2	0.44	9	5
Fiza Trs Castas 2014	DOC Alentejo	2009	8.7	0.31	0.73	14.35	Joo Portugal Ramos - Vinhos, SA	0.044	27	191	1.00013	2.96	0.88	8.7	5
Flechas de Los Andes Gran Malbec 2011	DOC Alentejo	2011	8.2	0.32	0.26	2.1	Joo Portugal Ramos - Vinhos, SA	0.062	26	87	0.98974	3.1	0.47	12.8	6
Flor das Tecedeiras 2012	DOC Alentejo	2011	7.2	0.24	0.27	11.4	Joo Portugal Ramos - Vinhos, SA	0.034	40	174	0.99773	3.2	0.44	9	5
Flor das Tecedeiras 2014	DOC Alentejo	2012	8.7	0.31	0.73	14.35	Joo Portugal Ramos - Vinhos, SA	0.044	27	191	1.00013	2.96	0.88	8.7	5
Flor de Crasto 2010	DOC Alentejo	2013	7.5	0.13	0.38	1.1	Joo Portugal Ramos - Vinhos, SA	0.023	42	104	0.99112	3.28	0.53	11.8	6
Flor de Nelas Reserva 2009	DOC Alentejo	2013	9.2	0.14	0.37	1.1	Joo Portugal Ramos - Vinhos, SA	0.034	36	84	0.99136	3.05	0.55	11.6	6
Flor de Vetus 2017	DOC Alentejo	2014	7.4	0.2	0.37	1.2	Joo Portugal Ramos - Vinhos, SA	0.028	28	89	0.99132	3.14	0.61	11.8	6
Flor de Viseu Selection 2013	DOC Alentejo	2015	6.1	0.15	0.35	15.8	Joo Portugal Ramos - Vinhos, SA	0.042	55	158	0.99642	3.24	0.37	10.6	5
Flor de Viseu Tradition 2010	DOC Alentejo	2016	7.6	0.23	0.4	5.2	Joo Portugal Ramos - Vinhos, SA	0.066	14	91	0.99488	3.17	0.8	9.7	5
Flor do Ca Grande Reserva 2015	DOC Alentejo	2017	8.1	0.33	0.22	5.2	Joo Portugal Ramos - Vinhos, SA	0.047	24	151	0.99527	3.22	0.47	10.3	5
Flor do Tua Grande Reserva 2012	DOC Alentejo	2017	7.15	0.17	0.24	9.6	Joo Portugal Ramos - Vinhos, SA	0.119	56	178	0.99578	3.15	0.44	10.2	6
Flor do Tua Moscatel Galego Branco 2018	DOC Alentejo	2018	6.7	0.12	0.3	5.2	Joo Portugal Ramos - Vinhos, SA	0.048	38	113	0.99352	3.33	0.44	10.1	7
Flor do Tua Moscatel Galego Branco 2020	DOC Alentejo	1997	5.7	0.18	0.36	1.2	Joo Portugal Ramos - Vinhos, SA	0.046	9	71	0.99199	3.7	0.68	10.9	7
Flor do Tua Reserva 2013	DOC Alentejo	2000	5.8	0.15	0.28	0.8	Joo Portugal Ramos - Vinhos, SA	0.037	43	127	0.99198	3.24	0.51	9.3	5
Flor d'Penalva Encruzado 2015	DOC Alentejo	2003	6.6	0.23	0.29	14.45	Joo Portugal Ramos - Vinhos, SA	0.057	29	144	0.99756	3.33	0.54	10.2	6
Flor d'Penalva Malvasia-Fina 2015	DOC Alentejo	2008	7.15	0.17	0.24	9.6	Joo Portugal Ramos - Vinhos, SA	0.119	56	178	0.99578	3.15	0.44	10.2	6
Flor d'Penalva Reserva 2014	DOC Alentejo	2009	7	0.34	0.39	6.9	Joo Portugal Ramos - Vinhos, SA	0.066	43	162	0.99561	3.11	0.53	9.5	5
FLP 2006	DOC Alentejo	2011	6.4	0.68	0.26	3.4	Joo Portugal Ramos - Vinhos, SA	0.069	25	146	0.99347	3.18	0.4	9.3	5
Folha do Meio Reserva 2013	DOC Alentejo	2014	7.3	0.22	0.31	2.3	Joo Portugal Ramos - Vinhos, SA	0.018	45	80	0.98936	3.06	0.34	12.9	7
Fond de Cave Reserva Malbec 2005	DOC Alentejo	2016	6.4	0.28	0.27	11	Joo Portugal Ramos - Vinhos, SA	0.042	45	148	0.99786	3.14	0.46	8.7	5
Fontanrio de Peges 2004	DOC Alentejo	2017	6.9	0.4	0.22	5.95	Joo Portugal Ramos - Vinhos, SA	0.081	76	303	0.99705	3.4	0.57	9.4	5
Fonte da Serrana Anto Vaz & Arinto 2013	DOC Alentejo	2017	6.8	0.19	0.23	5.1	Joo Portugal Ramos - Vinhos, SA	0.034	71	204	0.9942	3.23	0.69	10.1	5
Fonte do Nico Light 2009	DOC Rioja (Espanha)	2001	7.1	0.23	0.24	5.4	Unin Viti-Vincola, S.A.	0.039	60	196	0.9948	3.19	0.78	10	4
Fonte do Nico Light 2009	Espanha	2002	6.45	0.14	0.42	1.2	Unin Viti-Vincola, S.A.	0.05	51	129	0.99116	3.27	0.69	11.1	7
Fontes Velhas Escolha 2004	Espanha	2003	6.5	0.15	0.44	12.6	Unin Viti-Vincola, S.A.	0.052	65	158	0.99688	3.26	0.7	10.3	7
Foral 2010	Espanha	2006	7.1	0.15	0.34	1	Unin Viti-Vincola, S.A.	0.033	27	73	0.98974	3.24	0.41	12.2	6
Foral 2015	Espanha	2012	6.7	0.33	0.34	6.6	Unin Viti-Vincola, S.A.	0.067	35	156	0.99542	3.11	0.48	9.3	6
Foral D. Henrique 2005	Espanha	2010	7.2	0.3	0.26	1.5	Unin Viti-Vincola, S.A.	0.041	46	178	0.99154	3.19	0.56	11.3	6
Foral de vora 2003	Espanha	2000	7	0.23	0.33	1	Unin Viti-Vincola, S.A.	0.043	46	110	0.99118	3.04	0.65	10.8	6
Foral de vora 2007	Espanha	2005	8	0.13	0.25	1.1	Unin Viti-Vincola, S.A.	0.033	15	86	0.99044	2.98	0.39	11.2	8
Foral de vora 2009	Espanha	2006	6.2	0.21	0.34	6.6	Unin Viti-Vincola, S.A.	0.03	36	91	0.9914	3.32	0.45	12.5	7
Foral de Melgao Alvarinho 2014	Chile	2014	8.3	0.4	0.41	8.2	Via Concha y Toro S.A.	0.05	15	122	0.9979	3.39	0.49	9.3	5
Foral de Montemor Reserva 2009	Espanha	2005	5.9	0.34	0.31	2	Pagos de Familia Marqus de Grin, S. A.	0.03	38	142	0.98892	3.4	0.41	12.9	7
Foral de Montemor Reserva 2010	Espanha	2004	6.6	0.12	0.25	1.4	Pagos de Familia Marqus de Grin, S. A.	0.039	21	131	0.99114	3.2	0.45	11.2	7
Foral de Portimo 2018	Espanha	2004	9.6	0.655	0.21	2	Pagos de Familia Marqus de Grin, S. A.	0.039	21	120	0.99188	3	1	12.6	6
Foral de Portimo 2020	DOC Bairrada	2005	6.8	0.26	0.4	7.5	Adega Cooperativa de Cantanhede, CRL	0.046	45	179	0.99583	3.2	0.49	9.3	5
Foral de Portimo Arinto & Viognier 2013	DOC Bairrada	2011	5.9	0.34	0.31	2	Adega Cooperativa de Cantanhede, CRL	0.03	38	142	0.98892	3.4	0.41	12.9	7
Foral de Portimo Petit Verdot 2009	DOC Bairrada	2013	5.9	0.3	0.3	2	Adega Cooperativa de Cantanhede, CRL	0.03	38	142	0.98892	3.41	0.41	12.9	7
Foral de Portimo Syrah & Touriga Nacional 2013	DOC Bairrada	2013	7	0.15	0.3	13.3	Adega Cooperativa de Cantanhede, CRL	0.049	46	120	0.99704	3.2	0.36	9.5	7
Foral Grande Escolha 2001	DOC Bairrada	2015	7.9	0.37	0.31	2.85	Adega Cooperativa de Cantanhede, CRL	0.037	5	24	0.9911	3.19	0.36	11.9	6
Forestire Rserve Pinot Noir 2007	DOC Bairrada	2016	7.2	0.35	0.25	5.6	Adega Cooperativa de Cantanhede, CRL	0.032	23	120	0.99334	2.93	0.66	10.3	7
Fosco 2008	Regional Alentejo	2004	7.2	0.32	0.24	5.6	Quinta da Plansel	0.033	23	120	0.99334	2.92	0.66	10.3	7
Fosco 2009	Regional Alentejo	2009	7.6	0.1	0.33	1	Quinta da Plansel	0.031	33	93	0.99094	3.06	0.68	11.2	6
Fssil 2013	Regional Alentejo	2005	6.2	0.25	0.31	3.2	Quinta da Plansel	0.03	32	150	0.99014	3.18	0.31	12	6
FP Bical & Arinto 2011	Espanha	2005	7.1	0.31	0.17	1	Marqus de Murrieta, S.A	0.042	21	144	0.99304	3.13	0.4	9.6	5
