Name;Region;Year;Color;Castes;AlcoholPercentage;Producer;MinimunPrice;MaximumPrice;Judge;JudgeRating;Date;JudgeNotes
Coutada Velha Signature 2017;Regional Alentejo;2017;White;Ant∆o Vaz, Arinto e Viogner;13.0;Sociedade Agr°cola D. Diniz, S.A.;15.0;20.0;Pedro Pereira Gonáalves e Vasco Rosa Santos;15.5;Dezembro 2018;Cor amarela de tonalidade dourada e esverdeada, o nariz revela exuberantes aromas tostados e abaunilhados, que s∆o secundados por alguma fruta madura e una delicada sensaá∆o de citrinos, na boca Ç um vinho correcto, com uma acidez mediana e um paladar marcado pela madeira e tambÇm pode breves notas frutadas, o final de boca termina com um comprimento curto/mÇdio.
Couteiro-Mor 2004;Regional Alentejo;2004;Red;Aragonàs, Castel∆o e Trincadeira;13.0;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;2.0;4.0;Jo∆o Mel°cias e Jorge P†scoa;13.0;Maio 2006;Aromas de frutos maduros presentes mas sem impressionar, na boca tem agrad†vel presenáae e taninos algo duros, no final Ç menos persistente do que o esperado.
Couteiro-Mor Colheita Seleccionada 2004;Regional Alentejo;2004;Red;Aragonàs, Castel∆o e Trincadeira;14.0;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;4.0;7.5;Jo∆o Mel°cias e Jorge P†scoa;15.0;Dezembro 2006;Cor avioleta e aromas bem frutados, acidez algo elevada a pedir tempo em garrafa, mas de corpo bem definido e agrad†vel, tem um final de prova suculento e interessante.
Couteiro-Mor Colheita Seleccionada Ant∆o Vaz 2007;Regional Alentejo;2007;White;Ant∆o Vaz;12.5;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;4.0;7.5;Jo∆o Mel°cias e Jorge P†scoa;15.0;Agosto 2009;De cor p†lida e aromas frescos muito citrinos, acompanhados por um leve toque mineral, na boca mostra uma acidez interessante, um citrino dominador e termina levemente vegetal e de mÇdia persistància.
Couteiro-Mor Escolha Alicante Bouschet & Aragonez 2011;Regional Alentejo;2011;Red;Alicante Bouschet e Aragonez;14.5;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;4.0;7.5;Anselmo Mendes e Diogo Lopes;15.0;Fevereiro 2016;Cor rubi de mÇdia concentraá∆o e nariz delicadamente frutado, alÇm de subtilmente vegetal, na boca Ç um vinho correcto, de estrutura simples e taninos evidentes, no paladar a primazia Ç para a fruta vermelha madura, secundada por evidentes sugest‰es vegetais e levemente apimentadas, terminando com um final de boca de comprimento muito mediano.
Couteiro-Mor Escolha Ant∆o Vaz 2012;Regional Alentejo;2012;White;Ant∆o Vaz;12.5;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;4.0;7.5;Anselmo Mendes, Diogo Lopes e Teresa Metelo Dias;15.0;Setembro 2013;Cor p†lida e nariz fresco, onde se destacam os aromas citrinos e florais, na boca Ç um vinho suave e delicado, com um paladar frutado e limonado, alÇm de ligeiramente marcado por subtis nuances vegetais, o final de boca apresenta um comprimento e uma persistància curtos/mÇdios.
Couteiro-Mor Signature 2015;Regional Alentejo;2015;Red;Syrah, Petit Verdot, Alicante Bouschet e Aragonez;14.0;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;15.0;20.0;Anselmo Mendes e Diogo Lopes;15.5;Abril 2019;Cor granada de mÇdia intensidade e nariz marcado pelos aromas de fruta vermelha madura combinados com delicadas notas especiadas, abaunilhadas e levemente fumadas, na boca Ç um vinho equilibrado, com taninos redondos e um volume mÇdio, no paladar realce para a frescura da fruta vermelha e preta, envolvidas por subtis nuances de especiarias, terminando algo seco e com um final de boca de comprimento mÇdio.
Couteiro-Mor Signature 2017;Regional Alentejo;2017;White;Ant∆o Vaz;13.0;Sociedade Agr°cola Gabriel Francisco Dias & Filhos, Lda;15.0;20.0;Anselmo Mendes e Diogo Lopes;15.0;Fevereiro 2019;Apresenta uma cor citrina algo p†lida e um nariz medianamente marcado por notas florais e de fruta madura, alÇm de subtis nuances c°tricas e uma tosta muito ligeira, na boca Ç um vinho correto, quer em termos de acidez como frescura, no paladar melhora ligeiramente, revelando-se mais frutado e limonado, o final de boca termina com um comprimento mÇdio e uma persistància de curta express∆o.
Cova da Ursa Chardonnay 2007;Regional Pen°nsula de Set£bal;2007;White;Chardonnay;14.0;Bacalhìa Vinhos de Portugal, S.A.;7.5;10.0;Filipa Tomaz da Costa e Vasco Penha Garcia;15.5;Outubro 2009;De cor suave e nariz fresco, cheio de citrinos e uma delicado sensaá∆o tostada, na boca apresenta uma agrad†vel acidez e uma fruta tropical bem agrad†vel, as notas de barrica continuam, apesar de estarem mais discretas, Ç um vinho interessante e com relativa estrutura, tendo um final de comprimento mÇdio/longo.
Cova da Ursa Chardonnay 2010;Regional Pen°nsula de Set£bal;2010;White;Chardonnay;14.0;Bacalhìa Vinhos de Portugal, S.A.;7.5;10.0;Filipa Tomaz da Costa e Vasco Penha Garcia;16.5;Maio 2012;Apresenta uma cor de tonalidade amarela e suaves reflexos esverdeados, no nariz destacam-se as frescas notas de fruta tropical e polpa branca com delicadas sugest‰es tostadas, abaunilhadas e uma leve sensaá∆o citrina, na boca Ç um vinho muito equilibrado, com boa acidez e uma estrutura bem interessante, o paladar revela uma agrad†vel dose de fruta muito bem casada com as notas de barrica e um certo amanteigado, termina longo e persistente.
Cova da Ursa Chardonnay 2011;Regional Pen°nsula de Set£bal;2011;White;Chardonnay;14.0;Bacalhìa Vinhos de Portugal, S.A.;7.5;10.0;Filipa Tomaz da Costa e Vasco Penha Garcia;16.0;Maráo 2013;Cor amarela com delicados apontamentos esverdeados, o nariz revela perfumados aromas de fruta tropical, maá∆ verde e um ligeiro toque vegetal, tudo em perfeita harmonia com as relativamente complexas notas fumadas e tostadas, na boca Ç um vinho equilibrado e algo estruturado, gordo, amanteigado e com um volume muito interessante, conta com um paladar envolvente, com a fruta a aparecer muito bem integrada com a madeira, termina de uma forma prolongada e persistente.
Cova da Ursa Chardonnay 2013;Regional Pen°nsula de Set£bal;2013;White;Chardonnay;14.5;Bacalhìa Vinhos de Portugal, S.A.;7.5;10.0;Filipa Tomaz da Costa e Vasco Penha Garcia;16.0;Maio 2014;Apresenta uma bonita e brilhante cor amarela e um nariz rico em notas de fruta tropical acompanhadas por delicados aromas vegetais e tambÇm alguma tosta e baunilha, na boca Ç um vinho cremoso, volumoso e com uma acidez vibrante, no paladar destaca-se o seu forte car†cter frutado aliado a evidentes sugest‰es de barrica e subtis especiarias, termina com um final de boca relativamente longo e persistente.
Cova da Ursa Chardonnay 2014;Regional Pen°nsula de Set£bal;2014;White;Chardonnay;14.5;Bacalhìa Vinhos de Portugal, S.A.;7.5;10.0;Filipa Tomaz da Costa e Vasco Penha Garcia;17.0;Abril 2017;Cor amarela brilhante e nariz fino e elegante, onde evidentes, frescos e jovens aromas de frutos tropicais se misturam com delicadas notas vegetais e florais, num fundo mais abaunilhado e elegante, com a barrica e um leve toque fumado a conferir uma agrad†vel complexidade, na boca Ç um vinho volumoso, com estrutura e muito bem suportado por uma bela acidez e por uma certa untuosidade, no paladar destaca-se a fruta madura, acompanhada por subtis nuances de barrica e o final de boca termina de uma forma prolongada e persistente.
Cova da Ursa Chardonnay 2015;Regional Pen°nsula de Set£bal;2015;White;Chardonnay;14.0;Bacalhìa Vinhos de Portugal, S.A.;12.5;15.0;Filipa Tomaz da Costa e Vasco Penha Garcia;16.0;Abril 2019;Apresenta uma cor amarela com laivos esverdeados, o nariz sugere aromas de pàssego e fruta tropical aliada a breves notas tostadas e atÇ vegetais, na boca Ç um vinho com estrutura e um volume agrad†vel, revela um paladar muito frutado, com a madeira bem presente e agradavelmente envolvida por notas de citrinos maduros, o final de boca termina relativamente longo.
Cova da Ursa Chardonnay 2016;Regional Pen°nsula de Set£bal;2016;White;Chardonnay;13.0;Bacalhìa Vinhos de Portugal, S.A.;12.5;15.0;Filipa Tomaz da Costa;16.5;Outubro 2018;Cor amarela intensa e nariz cheio de complexidade e elegÉncia, com as notas fumadas e tostadas muito bem casadas com a fruta madura, nomeadamente pàssego e alperce, alÇm de serem not¢rias as sugest‰es de citrinos e um leve toque floral, na boca apresenta-se um vinho untuoso, muito bem estruturado e com uma acidez vibrante, no paladar Ç dominante a fruta, acompanhada por delicados apontamentos tostados, o final de boca termina de uma forma bem persistente.
Covela 2007;Regional Vinhos Verdes;2007;RosÇ;Touriga Nacional, Merlot e outras;13.5;Quinta de Covela Sociedade Agr°cola S.A.;7.5;10.0;Rui Cunha;15.0;Junho 2010;Apresenta uma cor vermelha intensa e um nariz com fortes sugest‰es vegetais e florais, ficando em segundo plano leves sensaá‰es de frutos vermelhos, na boca Ç um vinho suave, fresco e equilibrado, revela mais fruta e conta com um final mediano.
Covela 2016;Regional Vinhos Verdes;2016;RosÇ;Touriga Nacional;12.5;William Smith & Lima, Lda;7.5;10.0;Rui Cunha;15.5;Julho 2017;Apresenta uma cor rosada ligeiramente avermelhada, o nariz sugere aromas florais acompanhados por breves nuances minerais e atÇ alguns citrinos, na boca Ç um vinho equilibrado, algo seco e com uma acidez bem presente, no paladar realce para a fruta vermelha e para breves sugest‰es minerais e vegetais, com o final de boca a terminar de uma forma mediana e bastante seca.
Covela Colheita Seleccionada 2007;Regional Vinhos Verdes;2007;White;Avesso e Chardonnay;13.5;Quinta de Covela Sociedade Agr°cola S.A.;10.0;12.5;Rui Cunha;16.0;Maio 2010;Cor dourada e aromas de fruta madura misturadas com leves e subtis sugest‰es fumadas, sendo que a madeira d† ainda um ar da sua graáa, embora com alguma discriá∆o, na boca Ç um vinho com estrutura, complexo e um corpo volumoso, continua bem frutado e apresenta um final prolongado e persistente.
Covela Ediá∆o Nacional Avesso 2012;DOC Vinhos Verdes;2012;White;Avesso e Chardonnay;13.0;William Smith & Lima, Lda;7.5;10.0;Rui Cunha;16.0;Agosto 2014;Cor amarelo p†lido com leves reflexos esverdeados, no nariz destacam-se os frescos aromas c°tricos e vegetais aliados Ö fruta e a delicadas notas florais, bem como um subtil toque mineral, na boca conta com uma acidez bem interessante e um paladar muito frutado e limonado, com evidentes notas minerais a dominarem o conjunto, o final de boca tem um comprimento mÇdio e termina algo seco.
Covela Ediá∆o Nacional Avesso 2014;DOC Vinhos Verdes;2014;White;Avesso e Chardonnay;12.5;William Smith & Lima, Lda;7.5;10.0;Rui Cunha;15.5;Setembro 2015;Cor amarela citrina e nariz muito c°trico e floral, num fundo mais vegetal e subtilmente mineral, na boca Ç um vinho equilibrado, com uma acidez viva e um paladar frutado e limonado, formando um conjunto expressivo e harmonioso, o final de boca termina com um comprimento mÇdio.
Crasto 2005;DOC Douro;2005;Red;Tinta Roriz, Tinta Barroca, Touriga Franca e Touriga Nacional;14.0;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Susana Esteban;16.0;Agosto 2007;Cor avioletada e nariz marcado pelos frutos silvestres e leves especiarias, na boca mostra complexidade e frescura, Ç ainda jovem mas com personalidade, o final Ç persistente e mediano.
Crasto 2006;DOC Douro;2006;Red;Tinta Roriz, Tinta Barroca, Touriga Franca e Touriga Nacional;14.0;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;16.0;Dezembro 2009;Apresenta um nariz cheio de aromas agrad†veis, nomeadamente fruta madura, v†rias especiarias e um ligeiro floral, na boca revela-se um vinho equilibrado, fresco e de taninos bem polidos, o final Ç frutado e de estrutura e comprimento mÇdios.
Crasto 2007;DOC Douro;2007;White;Gouveio, Roupeiro, Cercial e Rabigato;12.5;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;16.0;Setembro 2012;Cor muito esbatida e aromas muito citrinos com leves sensaá‰es florais, no paladar destaque para a sua acidez fruto da sua grande juventude, continua muito citrino durante a prova e termina de uma forma agrad†vel e de comprimento mÇdio.
Crasto 2007;DOC Douro;2007;Red;Tinta Roriz, Tinta Barroca, Touriga Franca e Touriga Nacional;13.5;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Julho 2009;Cor intensa e nariz de grande exuberÉncia arom†tica, frutos silvestres e um rebuáado muito presente, na boca tem um perfil agrad†vel, com uma frescura interessante e leves notas florais que se misturam muito bem com a fruta madura, o final Ç mÇdio de comprimento e relativamente persistente.
Crasto 2008;DOC Douro;2008;White;Gouveio, Roupeiro e Rabigato;12.5;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Maráo 2010;Cor citrina algo p†lida e nariz vivo e jovem, composto por uma agrad†vel combinaá∆o entre o vegetal e o floral, apoiados por um fundo mineral muito fresco, na boca revela uma estrutura mÇdia e um volume bem agrad†vel, mostra um pouco mais de fruta madura, embora as notas florais e minerais continuem bem presentes, o final Ç persistente.
Crasto 2008;DOC Douro;2008;Red;Tinta Roriz, Tinta Barroca, Touriga Franca e Touriga Nacional;13.5;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Outubro 2010;Apresenta uma cor violeta muito intensa e um nariz exuberante de amoras silvestres e notas florais, o paladar Ç harmonioso e frutado, conta com uma agrad†vel acidez e um volume interessante, os taninos est∆o bem redondos e o final tem um comprimento e persistància mÇdios, revelando-se um vinho bem jovem e muito agrad†vel.
Crasto 2009;DOC Douro;2009;White;Gouveio, Roupeiro e Rabigato;13.5;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Julho 2011;Cor citrina levemente esverdeada, no nariz o destaque vai para a sua forte componente c°trica, bem como delicadas notas minerais e ainda leves sensaá‰es de fruta madura, na boca Ç um vinho mais frutado, com uma acidez agrad†vel e uma mineralidade atractiva, o final tem um comprimento mÇdio e uma persistància correcta.
Crasto 2009;DOC Douro;2009;Red;Tinta Roriz, Tinta Barroca, Touriga Franca e Touriga Nacional;14.5;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Outubro 2011;Apresenta uma cor rubi de mÇdia intensidade e um nariz bem preenchido por notas florais misturadas com frutos silvestres e um delicado toque especiado, na boca Ç um vinho equilibrado, cheio de fruta e sugest‰es florais, taninos bem polidos e estrutura mÇdia, o paladar conta ainda com diversas notas de especiarias e atÇ uma leve sensaá∆o mineral, termina com um comprimento e persistància mÇdios.
Crasto 2010;DOC Douro;2010;White;Gouveio, Roupeiro e Rabigato;12.0;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Maio 2013;Cor citrina algo p†lida e nariz muito arom†tico, graáas Ö exuberÉncia dos aromas vindos da fruta tropical, das notas florais e minerais, na boca Ç um vinho muito fresco e elegante, rico em notas minerais e fruta madura, bem como suaves nuances limonadas, apresenta ainda uma bela acidez, fruto da sua juventude, o final de boca Ç relativamente prolongado e de persistància mediana.
Crasto 2011;DOC Douro;2011;White;Gouveio, Roupeiro e Rabigato;12.0;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;15.5;Julho 2013;Cor citrina p†lida e nariz agradavelmente preenchido por notas florais e mineralais envolvidas em suaves sugest‰es de citrinos, na boca Ç um vinho equilibrado e fresco, onde revela um paladar frutado e ligeiramente mineral, o final de boca tem um comprimento e uma persistància de express∆o mediana.
Crasto 2013;DOC Douro;2013;White;Gouveio, Roupeiro e Rabigato;12.0;Sociedade Agr°cola da Quinta do Crasto;7.5;10.0;Dominic Morris e Manuel Lobo;16.0;Outubro 2014;Cor citrina p†lida e nariz muito arom†tico, onde as notas limonadas e de fruta tropical se misturam com suaves sugest‰es florais e minerais, na boca Ç um vinho fresco, com uma acidez agrad†vel e um paladar muito frutado e mineral, alÇm de ligeiramente vegetal e citrino, termina com um final de boca de comprimento e persistància mÇdio/alto.
